session_id,user_id,session_start,device,region,campaign_source,is_signup,add_to_cart,cart_items,purchase,purchase_items
S00000813,U000377,2024-11-10 15:01:00,mobile,North,organic,True,False,0,False,0
S00000814,U000269,2024-12-13 22:03:00,mobile,Central,email,False,False,0,False,0
S00000815,U000273,2024-11-04 01:10:00,desktop,South,google,False,False,0,False,0
S00000816,U000280,2024-10-31 07:41:00,mobile,East,email,False,False,0,False,0
S00000817,U000653,2024-10-08 02:02:00,desktop,Central,organic,False,True,3,True,2
S00000818,U000003,2024-11-04 20:46:00,tablet,West,email,False,False,0,False,0
S00000819,U000380,2024-12-24 19:19:00,mobile,West,organic,False,False,0,False,0
S00000820,U000722,2024-11-17 05:41:00,mobile,Central,google,True,True,1,True,2
S00000821,U000367,2024-10-10 21:12:00,mobile,North,email,False,False,0,False,0
S00000822,U000720,2024-10-30 12:58:00,mobile,West,organic,False,False,0,False,0
S00000823,U000560,2024-10-12 19:15:00,desktop,North,direct,False,True,3,True,2
S00000824,U000198,2024-10-23 13:29:00,mobile,South,facebook,False,False,0,False,0
S00000825,U000563,2024-11-15 23:56:00,desktop,North,facebook,False,True,2,False,0
S00000826,U000132,2024-10-20 00:07:00,mobile,North,email,False,True,2,True,2
S00000827,U000721,2024-11-30 14:00:00,mobile,South,direct,True,True,1,False,0
S00000828,U000375,2024-12-04 10:48:00,mobile,East,email,False,False,0,False,0
S00000829,U000166,2024-12-15 19:36:00,desktop,East,email,True,False,0,False,0
S00000830,U000208,2024-10-09 12:27:00,desktop,North,google,True,False,0,False,0
S00000831,U000299,2024-11-20 08:12:00,tablet,North,organic,False,False,0,False,0
S00000832,U000651,2024-10-10 03:19:00,tablet,West,organic,False,False,0,False,0
S00000833,U000125,2024-12-02 19:24:00,tablet,North,facebook,False,True,1,False,0
S00000834,U000388,2024-10-14 00:16:00,mobile,East,google,False,False,0,False,0
S00000835,U000345,2024-11-19 15:32:00,tablet,South,organic,False,False,0,False,0
S00000836,U000071,2024-12-19 13:28:00,mobile,East,direct,True,False,0,False,0
S00000837,U000446,2024-12-26 16:07:00,mobile,Central,organic,False,False,0,False,0
S00000838,U000718,2024-12-02 00:48:00,mobile,South,facebook,False,True,1,True,2
S00000839,U000584,2024-10-11 21:14:00,tablet,West,google,True,False,0,False,0
S00000840,U000752,2024-11-13 09:36:00,tablet,West,organic,False,True,3,True,2
S00000841,U000495,2024-11-23 19:14:00,tablet,West,facebook,True,True,3,True,1
S00000842,U000750,2024-11-12 14:20:00,mobile,South,facebook,False,False,0,False,0
S00000843,U000441,2024-10-23 12:39:00,mobile,North,organic,False,False,0,False,0
S00000844,U000583,2024-11-26 17:42:00,desktop,South,direct,False,False,0,False,0
S00000845,U000788,2024-10-09 06:08:00,desktop,West,organic,True,False,0,False,0
S00000846,U000352,2024-11-04 14:55:00,mobile,East,organic,False,False,0,False,0
S00000847,U000106,2024-12-24 21:33:00,mobile,West,organic,True,False,0,False,0
S00000848,U000072,2024-12-23 01:37:00,desktop,Central,email,False,False,0,False,0
S00000849,U000298,2024-12-09 13:27:00,desktop,East,email,True,False,0,False,0
S00000850,U000081,2024-12-22 23:25:00,mobile,South,google,False,False,0,False,0
S00000851,U000329,2024-12-07 11:44:00,mobile,East,facebook,False,False,0,False,0
S00000852,U000600,2024-12-28 16:05:00,desktop,North,organic,False,False,0,False,0
S00000853,U000519,2024-10-03 22:03:00,mobile,East,google,True,False,0,False,0
S00000854,U000338,2024-12-29 06:09:00,mobile,East,google,True,False,0,False,0
S00000855,U000680,2024-12-27 01:56:00,desktop,East,organic,False,True,1,False,0
S00000856,U000601,2024-12-10 14:56:00,desktop,Central,email,False,True,1,True,2
S00000857,U000009,2024-10-18 10:15:00,desktop,West,google,True,False,0,False,0
S00000858,U000001,2024-10-03 21:54:00,desktop,West,google,True,False,0,False,0
S00000859,U000206,2024-10-27 04:37:00,mobile,West,email,True,False,0,False,0
S00000860,U000186,2024-10-01 10:49:00,desktop,West,direct,False,False,0,False,0
S00000861,U000629,2024-12-29 15:20:00,mobile,Central,organic,False,True,2,True,2
S00000862,U000225,2024-12-17 14:57:00,mobile,South,google,True,False,0,False,0
S00000863,U000037,2024-12-20 20:59:00,mobile,Central,organic,False,False,0,False,0
S00000864,U000327,2024-11-02 04:40:00,tablet,North,google,False,False,0,False,0
S00000865,U000489,2024-12-27 05:24:00,tablet,North,facebook,True,False,0,False,0
S00000866,U000365,2024-10-29 17:01:00,mobile,North,facebook,False,False,0,False,0
S00000867,U000177,2024-11-29 19:49:00,mobile,South,google,False,True,3,False,0
S00000868,U000064,2024-10-20 05:23:00,mobile,North,organic,False,True,1,False,0
S00000869,U000060,2024-12-28 14:29:00,desktop,East,organic,False,False,0,False,0
S00000870,U000557,2024-10-31 08:58:00,tablet,West,organic,False,False,0,False,0
S00000871,U000630,2024-12-28 10:47:00,mobile,Central,organic,False,False,0,False,0
S00000872,U000624,2024-10-22 20:42:00,mobile,Central,organic,False,False,0,False,0
S00000873,U000062,2024-10-19 16:44:00,desktop,North,facebook,False,False,0,False,0
S00000874,U000460,2024-11-12 04:01:00,desktop,East,facebook,False,True,3,True,2
S00000875,U000652,2024-11-11 12:56:00,desktop,North,facebook,True,True,2,True,2
S00000876,U000542,2024-12-25 17:22:00,mobile,East,organic,False,False,0,False,0
S00000877,U000786,2024-10-07 15:45:00,mobile,South,facebook,False,True,1,True,1
S00000878,U000765,2024-11-19 16:30:00,mobile,West,google,True,False,0,False,0
S00000879,U000556,2024-10-03 23:54:00,mobile,Central,google,True,True,2,True,1
S00000880,U000231,2024-11-21 02:48:00,mobile,West,google,True,False,0,False,0
S00000881,U000619,2024-11-22 19:50:00,mobile,South,facebook,False,False,0,False,0
S00000882,U000512,2024-10-18 00:34:00,desktop,Central,email,True,True,1,False,0
S00000883,U000730,2024-11-02 03:28:00,tablet,East,email,False,True,1,True,1
S00000884,U000040,2024-12-07 20:36:00,mobile,East,email,True,False,0,False,0
S00000885,U000789,2024-11-29 02:00:00,mobile,North,organic,False,True,1,False,0
S00000886,U000422,2024-12-16 05:48:00,mobile,Central,google,False,False,0,False,0
S00000887,U000649,2024-10-31 15:30:00,mobile,North,email,False,True,3,True,1
S00000888,U000736,2024-11-21 01:48:00,desktop,Central,direct,False,False,0,False,0
S00000889,U000662,2024-11-30 06:23:00,desktop,South,organic,False,False,0,False,0
S00000890,U000131,2024-11-22 06:32:00,desktop,North,organic,False,True,2,False,0
S00000891,U000160,2024-10-26 00:03:00,tablet,West,organic,True,False,0,False,0
S00000892,U000061,2024-11-14 22:55:00,mobile,South,organic,True,False,0,False,0
S00000893,U000690,2024-12-12 02:59:00,tablet,South,google,False,False,0,False,0
S00000894,U000710,2024-10-03 01:32:00,mobile,Central,organic,True,False,0,False,0
S00000895,U000084,2024-11-16 21:10:00,desktop,West,email,False,False,0,False,0
S00000896,U000732,2024-10-09 00:01:00,mobile,West,organic,False,True,2,False,0
S00000897,U000263,2024-12-23 02:22:00,desktop,Central,google,False,True,1,False,0
S00000898,U000471,2024-10-27 12:03:00,mobile,Central,organic,False,False,0,False,0
S00000899,U000568,2024-11-02 22:11:00,desktop,South,google,True,False,0,False,0
S00000900,U000579,2024-12-23 23:13:00,desktop,Central,google,False,True,3,True,2
S00000901,U000007,2024-10-19 20:21:00,mobile,Central,google,True,True,1,True,2
S00000902,U000688,2024-10-06 08:54:00,mobile,East,email,True,False,0,False,0
S00000903,U000337,2024-10-08 02:57:00,desktop,North,direct,False,True,1,False,0
S00000904,U000424,2024-11-26 06:15:00,mobile,East,organic,False,False,0,False,0
S00000905,U000656,2024-12-28 05:21:00,tablet,East,google,True,True,1,True,2
S00000906,U000439,2024-11-10 02:34:00,desktop,North,google,True,False,0,False,0
S00000907,U000225,2024-10-29 06:26:00,desktop,Central,facebook,False,False,0,False,0
S00000908,U000137,2024-10-23 06:29:00,mobile,North,google,True,True,1,False,0
S00000909,U000257,2024-11-30 21:16:00,desktop,South,organic,False,True,2,True,1
S00000910,U000094,2024-12-16 07:58:00,mobile,East,email,False,True,3,True,2
S00000911,U000207,2024-12-08 04:16:00,desktop,South,email,True,False,0,False,0
S00000912,U000209,2024-12-18 12:12:00,desktop,South,direct,True,True,1,False,0
S00000913,U000578,2024-10-29 04:12:00,desktop,East,facebook,True,False,0,False,0
S00000914,U000448,2024-12-06 06:17:00,desktop,West,email,False,True,3,True,1
S00000915,U000364,2024-11-05 10:14:00,desktop,West,organic,True,False,0,False,0
S00000916,U000781,2024-12-16 00:04:00,desktop,West,google,False,False,0,False,0
S00000917,U000052,2024-11-23 03:29:00,mobile,West,organic,False,False,0,False,0
S00000918,U000364,2024-12-13 15:30:00,desktop,East,facebook,False,True,3,False,0
S00000919,U000551,2024-10-01 07:31:00,mobile,East,facebook,False,False,0,False,0
S00000920,U000335,2024-11-20 10:59:00,desktop,Central,direct,False,True,3,True,1
S00000921,U000055,2024-10-28 07:13:00,desktop,East,google,True,False,0,False,0
S00000922,U000419,2024-11-10 01:24:00,mobile,North,email,True,True,3,False,0
S00000923,U000069,2024-11-07 00:41:00,desktop,Central,google,False,True,1,False,0
S00000924,U000498,2024-11-26 06:16:00,mobile,Central,email,False,False,0,False,0
S00000925,U000582,2024-10-29 15:04:00,desktop,Central,google,True,True,2,True,2
S00000926,U000662,2024-12-11 03:24:00,mobile,Central,organic,False,True,1,True,1
S00000927,U000738,2024-10-19 00:03:00,mobile,North,organic,False,False,0,False,0
S00000928,U000670,2024-10-16 23:04:00,desktop,South,organic,False,True,3,True,2
S00000929,U000352,2024-11-29 17:32:00,desktop,East,facebook,False,True,2,False,0
S00000930,U000075,2024-10-17 01:38:00,tablet,Central,google,False,False,0,False,0
S00000931,U000501,2024-12-07 15:31:00,desktop,North,organic,True,False,0,False,0
S00000932,U000554,2024-12-25 16:13:00,mobile,Central,facebook,False,True,3,False,0
S00000933,U000232,2024-11-23 15:17:00,mobile,West,organic,True,True,3,True,1
S00000934,U000490,2024-12-05 09:47:00,mobile,South,organic,False,False,0,False,0
S00000935,U000201,2024-11-25 11:56:00,mobile,West,google,True,False,0,False,0
S00000936,U000295,2024-10-07 17:07:00,desktop,South,email,False,False,0,False,0
S00000937,U000473,2024-11-21 21:03:00,desktop,West,facebook,False,True,1,False,0
S00000938,U000240,2024-11-04 15:14:00,desktop,East,google,False,True,2,True,1
S00000939,U000608,2024-10-28 06:37:00,mobile,Central,google,False,True,1,False,0
S00000940,U000695,2024-12-27 15:24:00,mobile,East,google,False,True,3,False,0
S00000941,U000348,2024-10-01 16:31:00,mobile,North,google,False,True,3,True,2
S00000942,U000666,2024-10-20 22:50:00,desktop,North,organic,True,False,0,False,0
S00000943,U000530,2024-12-08 22:44:00,desktop,Central,direct,False,True,3,True,2
S00000944,U000432,2024-10-24 22:47:00,mobile,West,direct,False,False,0,False,0
S00000945,U000665,2024-11-13 13:09:00,desktop,East,email,False,True,2,False,0
S00000946,U000535,2024-12-10 10:57:00,mobile,West,email,False,False,0,False,0
S00000947,U000665,2024-11-13 04:54:00,mobile,East,organic,True,True,3,True,1
S00000948,U000361,2024-11-12 06:48:00,mobile,Central,organic,False,False,0,False,0
S00000949,U000190,2024-10-27 07:31:00,desktop,Central,email,False,False,0,False,0
S00000950,U000193,2024-10-29 08:29:00,mobile,East,google,True,True,1,True,2
S00000951,U000248,2024-12-23 17:41:00,mobile,West,email,True,False,0,False,0
S00000952,U000771,2024-10-02 23:30:00,desktop,West,organic,True,False,0,False,0
S00000953,U000020,2024-12-11 01:05:00,mobile,East,google,False,False,0,False,0
S00000954,U000124,2024-12-13 08:51:00,desktop,East,google,False,True,2,True,1
S00000955,U000011,2024-12-28 20:45:00,mobile,North,organic,False,True,2,False,0
S00000956,U000034,2024-10-26 14:50:00,mobile,West,organic,False,True,1,False,0
S00000957,U000132,2024-12-22 11:12:00,mobile,West,email,False,True,2,True,1
S00000958,U000048,2024-10-21 04:55:00,desktop,West,facebook,True,False,0,False,0
S00000959,U000086,2024-12-14 01:32:00,mobile,South,facebook,False,False,0,False,0
S00000960,U000506,2024-12-18 09:14:00,mobile,North,facebook,False,False,0,False,0
S00000961,U000094,2024-12-12 15:35:00,desktop,West,organic,False,False,0,False,0
S00000962,U000330,2024-12-16 15:51:00,mobile,East,organic,False,False,0,False,0
S00000963,U000397,2024-11-29 00:51:00,mobile,East,email,False,False,0,False,0
S00000964,U000525,2024-12-10 09:50:00,mobile,East,organic,False,True,2,False,0
S00000965,U000408,2024-10-22 03:18:00,desktop,Central,facebook,False,True,3,False,0
S00000966,U000306,2024-12-07 12:58:00,desktop,West,facebook,False,False,0,False,0
S00000967,U000264,2024-10-05 04:51:00,desktop,East,organic,False,True,2,True,1
S00000968,U000377,2024-11-30 18:09:00,mobile,East,direct,False,False,0,False,0
S00000969,U000131,2024-12-02 14:24:00,mobile,East,organic,True,False,0,False,0
S00000970,U000058,2024-12-13 01:35:00,tablet,South,google,True,False,0,False,0
S00000971,U000317,2024-11-10 16:46:00,mobile,East,facebook,True,True,2,False,0
S00000972,U000645,2024-10-26 07:18:00,tablet,North,facebook,True,False,0,False,0
S00000973,U000092,2024-12-24 23:24:00,tablet,West,organic,False,True,3,True,1
S00000974,U000729,2024-11-30 09:30:00,mobile,Central,organic,False,True,3,True,2
S00000975,U000365,2024-10-06 02:32:00,mobile,North,organic,False,True,2,False,0
S00000976,U000400,2024-10-10 19:06:00,mobile,South,facebook,False,True,2,False,0
S00000977,U000545,2024-10-12 20:41:00,mobile,East,google,False,False,0,False,0
S00000978,U000389,2024-12-29 02:24:00,mobile,Central,google,False,True,1,False,0
S00000979,U000226,2024-11-01 20:58:00,desktop,South,facebook,False,True,2,True,1
S00000980,U000446,2024-12-01 21:14:00,mobile,West,email,False,True,2,False,0
S00000981,U000423,2024-10-18 19:35:00,mobile,North,google,False,False,0,False,0
S00000982,U000459,2024-11-25 11:47:00,mobile,North,facebook,True,True,2,False,0
S00000983,U000687,2024-12-17 10:06:00,mobile,North,google,True,False,0,False,0
S00000984,U000742,2024-11-03 12:23:00,desktop,East,email,False,False,0,False,0
S00000985,U000675,2024-12-15 09:12:00,mobile,Central,google,False,True,2,True,1
S00000986,U000189,2024-11-09 21:01:00,desktop,Central,organic,True,True,2,True,2
S00000987,U000378,2024-10-19 15:30:00,mobile,Central,email,False,False,0,False,0
S00000988,U000491,2024-12-06 22:02:00,mobile,West,organic,False,False,0,False,0
S00000989,U000335,2024-10-24 07:08:00,desktop,Central,email,False,True,3,False,0
S00000990,U000510,2024-12-01 05:04:00,mobile,East,google,False,True,1,False,0
S00000991,U000372,2024-11-26 10:47:00,desktop,West,email,False,True,2,True,2
S00000992,U000255,2024-11-22 13:15:00,desktop,East,organic,True,False,0,False,0
S00000993,U000472,2024-11-22 05:58:00,mobile,Central,google,True,False,0,False,0
S00000994,U000220,2024-11-07 08:27:00,mobile,North,facebook,False,True,3,True,2
S00000995,U000422,2024-10-30 01:41:00,mobile,South,google,True,False,0,False,0
S00000996,U000171,2024-12-27 18:22:00,desktop,Central,facebook,False,True,3,True,2
S00000997,U000370,2024-10-07 12:05:00,desktop,East,facebook,False,False,0,False,0
S00000998,U000169,2024-11-09 23:47:00,desktop,Central,google,False,False,0,False,0
S00000999,U000549,2024-10-29 19:05:00,desktop,West,direct,True,True,3,True,1
S00001000,U000735,2024-12-26 19:59:00,desktop,West,organic,True,True,3,False,0
S00001001,U000159,2024-12-09 03:39:00,desktop,Central,organic,True,False,0,False,0
S00001002,U000539,2024-10-11 20:07:00,mobile,East,google,True,False,0,False,0
S00001003,U000792,2024-12-23 14:14:00,mobile,West,facebook,True,True,2,False,0
S00001004,U000134,2024-10-14 07:47:00,desktop,North,facebook,True,False,0,False,0
S00001005,U000418,2024-11-24 12:08:00,desktop,Central,direct,False,False,0,False,0
S00001006,U000477,2024-11-09 16:53:00,mobile,East,facebook,False,False,0,False,0
S00001007,U000703,2024-10-06 22:32:00,desktop,Central,facebook,True,True,2,True,1
S00001008,U000014,2024-11-16 21:44:00,mobile,East,email,True,False,0,False,0
S00001009,U000163,2024-12-10 07:36:00,desktop,North,google,True,False,0,False,0
S00001010,U000448,2024-10-27 00:51:00,mobile,West,facebook,True,True,3,True,2
S00001011,U000784,2024-12-19 09:53:00,desktop,Central,direct,True,False,0,False,0
S00001012,U000068,2024-11-20 17:10:00,mobile,Central,direct,False,False,0,False,0
S00001013,U000118,2024-12-21 02:19:00,mobile,South,google,False,True,1,True,1
S00001014,U000654,2024-10-04 20:30:00,mobile,North,google,False,False,0,False,0
S00001015,U000545,2024-11-06 09:46:00,desktop,West,facebook,True,True,2,False,0
S00001016,U000051,2024-12-27 10:39:00,desktop,West,organic,False,False,0,False,0
S00001017,U000463,2024-10-15 12:42:00,mobile,West,email,False,True,1,True,1
S00001018,U000042,2024-11-22 19:08:00,desktop,South,google,False,False,0,False,0
S00001019,U000254,2024-10-05 10:40:00,mobile,East,direct,False,True,2,True,1
S00001020,U000130,2024-12-21 11:04:00,desktop,North,email,True,True,3,True,1
S00001021,U000722,2024-11-03 08:40:00,mobile,West,facebook,False,False,0,False,0
S00001022,U000064,2024-11-14 12:58:00,desktop,South,google,False,True,2,True,1
S00001023,U000104,2024-10-30 09:07:00,mobile,South,email,False,True,3,False,0
S00001024,U000583,2024-12-26 20:52:00,tablet,South,organic,False,True,3,True,2
S00001025,U000563,2024-10-01 10:27:00,desktop,Central,google,False,False,0,False,0
S00001026,U000277,2024-10-26 06:07:00,desktop,Central,organic,False,False,0,False,0
S00001027,U000089,2024-12-06 18:09:00,desktop,Central,google,False,False,0,False,0
S00001028,U000710,2024-10-04 12:08:00,desktop,South,organic,False,True,3,True,2
S00001029,U000447,2024-11-27 11:43:00,desktop,South,organic,False,True,1,True,2
S00001030,U000242,2024-11-04 18:05:00,desktop,South,organic,True,False,0,False,0
S00001031,U000539,2024-10-29 14:22:00,mobile,West,google,True,False,0,False,0
S00001032,U000667,2024-12-06 06:54:00,mobile,West,direct,True,True,3,False,0
S00001033,U000466,2024-10-11 15:14:00,mobile,Central,facebook,False,False,0,False,0
S00001034,U000341,2024-11-13 09:39:00,desktop,East,organic,False,True,3,True,1
S00001035,U000602,2024-10-10 21:37:00,desktop,East,facebook,True,True,2,True,2
S00001036,U000544,2024-11-29 01:57:00,mobile,West,email,False,False,0,False,0
S00001037,U000736,2024-12-28 03:16:00,tablet,West,facebook,False,False,0,False,0
S00001038,U000199,2024-11-18 19:23:00,desktop,West,google,False,True,3,True,2
S00001039,U000534,2024-10-28 01:56:00,mobile,South,facebook,True,True,1,True,2
S00001040,U000501,2024-11-05 02:04:00,desktop,West,direct,True,True,2,False,0
S00001041,U000558,2024-12-06 03:37:00,mobile,West,organic,True,True,2,True,1
S00001042,U000046,2024-10-22 20:00:00,mobile,East,facebook,True,True,3,True,2
S00001043,U000446,2024-11-22 15:25:00,mobile,West,google,True,True,1,False,0
S00001044,U000418,2024-10-29 18:46:00,mobile,East,facebook,False,False,0,False,0
S00001045,U000255,2024-10-05 15:16:00,mobile,South,google,False,False,0,False,0
S00001046,U000231,2024-12-21 00:57:00,mobile,South,facebook,False,False,0,False,0
S00001047,U000033,2024-12-11 23:19:00,mobile,Central,facebook,False,False,0,False,0
S00001048,U000419,2024-12-10 13:13:00,mobile,East,organic,False,True,2,True,2
S00001049,U000044,2024-12-27 07:22:00,desktop,North,facebook,False,True,3,False,0
S00001050,U000364,2024-12-15 23:26:00,mobile,Central,facebook,True,False,0,False,0
S00001051,U000124,2024-10-30 20:48:00,desktop,West,facebook,False,True,3,False,0
S00001052,U000012,2024-11-11 17:56:00,mobile,North,direct,False,True,2,True,2
S00001053,U000744,2024-10-08 22:36:00,mobile,East,email,True,False,0,False,0
S00001054,U000002,2024-11-15 21:59:00,mobile,Central,google,True,False,0,False,0
S00001055,U000570,2024-11-04 12:11:00,mobile,South,direct,False,True,3,False,0
S00001056,U000096,2024-10-13 13:48:00,mobile,West,facebook,False,False,0,False,0
S00001057,U000417,2024-10-06 11:24:00,mobile,West,organic,True,True,1,True,1
S00001058,U000652,2024-12-11 13:32:00,mobile,West,email,True,False,0,False,0
S00001059,U000561,2024-11-17 13:29:00,desktop,South,organic,False,True,2,True,1
S00001060,U000292,2024-12-20 11:48:00,desktop,North,organic,False,True,1,False,0
S00001061,U000140,2024-12-26 13:05:00,mobile,South,organic,False,True,2,True,2
S00001062,U000736,2024-11-19 19:39:00,mobile,West,google,True,False,0,False,0
S00001063,U000597,2024-11-15 21:22:00,desktop,Central,organic,True,False,0,False,0
S00001064,U000165,2024-12-23 00:15:00,mobile,West,organic,False,True,2,False,0
S00001065,U000200,2024-10-05 17:41:00,desktop,Central,facebook,False,True,1,True,1
S00001066,U000579,2024-12-24 08:54:00,desktop,North,google,True,True,1,True,2
S00001067,U000646,2024-11-02 08:43:00,mobile,Central,email,True,False,0,False,0
S00001068,U000011,2024-12-28 23:15:00,desktop,East,direct,False,False,0,False,0
S00001069,U000575,2024-11-19 20:16:00,mobile,West,organic,False,False,0,False,0
S00001070,U000479,2024-12-15 20:20:00,tablet,West,facebook,False,True,1,False,0
S00001071,U000314,2024-12-18 01:05:00,mobile,North,organic,True,True,2,False,0
S00001072,U000517,2024-10-17 18:32:00,desktop,East,facebook,False,True,3,False,0
S00001073,U000056,2024-10-19 18:27:00,desktop,Central,organic,False,True,2,True,2
S00001074,U000661,2024-10-19 08:19:00,desktop,South,direct,False,True,2,False,0
S00001075,U000025,2024-10-08 20:21:00,desktop,West,direct,False,True,2,False,0
S00001076,U000630,2024-10-08 09:47:00,mobile,Central,email,False,True,2,True,1
S00001077,U000703,2024-12-01 13:22:00,desktop,South,organic,False,False,0,False,0
S00001078,U000426,2024-11-16 08:33:00,desktop,South,email,True,False,0,False,0
S00001079,U000369,2024-10-23 14:32:00,desktop,South,facebook,True,True,1,True,1
S00001080,U000393,2024-10-05 18:20:00,desktop,Central,email,False,True,1,True,1
S00001081,U000350,2024-10-23 21:03:00,mobile,South,organic,False,False,0,False,0
S00001082,U000580,2024-12-19 01:23:00,mobile,West,direct,True,False,0,False,0
S00001083,U000061,2024-10-12 06:46:00,mobile,East,direct,False,True,3,True,2
S00001084,U000137,2024-11-08 12:31:00,desktop,South,facebook,False,False,0,False,0
S00001085,U000429,2024-10-20 16:16:00,mobile,West,facebook,False,False,0,False,0
S00001086,U000201,2024-10-26 22:49:00,mobile,Central,organic,False,True,1,False,0
S00001087,U000228,2024-10-24 05:02:00,mobile,South,email,False,False,0,False,0
S00001088,U000172,2024-11-11 11:33:00,mobile,Central,direct,True,False,0,False,0
S00001089,U000401,2024-10-05 16:59:00,tablet,North,direct,False,False,0,False,0
S00001090,U000646,2024-11-11 16:58:00,mobile,West,email,True,True,1,True,1
S00001091,U000135,2024-10-20 02:36:00,mobile,East,google,True,False,0,False,0
S00001092,U000648,2024-10-31 08:53:00,desktop,East,organic,True,False,0,False,0
S00001093,U000739,2024-11-10 12:00:00,desktop,South,email,False,False,0,False,0
S00001094,U000585,2024-10-06 23:11:00,tablet,West,facebook,False,True,2,True,1
S00001095,U000396,2024-12-06 21:18:00,mobile,East,organic,False,True,2,False,0
S00001096,U000427,2024-10-24 02:18:00,mobile,East,google,True,False,0,False,0
S00001097,U000779,2024-12-16 23:35:00,desktop,West,organic,False,False,0,False,0
S00001098,U000175,2024-10-25 09:02:00,mobile,East,organic,True,False,0,False,0
S00001099,U000751,2024-10-20 10:31:00,mobile,East,google,False,False,0,False,0
S00001100,U000109,2024-10-28 20:45:00,mobile,North,email,False,False,0,False,0
S00001101,U000089,2024-11-29 22:30:00,mobile,East,direct,False,True,2,False,0
S00001102,U000127,2024-12-26 14:58:00,desktop,Central,direct,False,False,0,False,0
S00001103,U000015,2024-10-14 17:25:00,mobile,Central,email,False,False,0,False,0
S00001104,U000348,2024-10-04 03:47:00,desktop,Central,facebook,False,True,1,True,2
S00001105,U000567,2024-10-10 08:35:00,mobile,West,email,False,False,0,False,0
S00001106,U000068,2024-10-13 13:17:00,desktop,East,direct,False,True,1,False,0
S00001107,U000701,2024-11-05 00:30:00,mobile,South,google,True,True,2,True,1
S00001108,U000179,2024-10-07 10:03:00,desktop,East,email,True,True,1,False,0
S00001109,U000271,2024-10-08 12:26:00,desktop,South,google,True,False,0,False,0
S00001110,U000206,2024-12-20 15:05:00,desktop,North,google,False,True,1,False,0
S00001111,U000069,2024-11-26 04:04:00,mobile,West,facebook,False,True,3,False,0
S00001112,U000128,2024-12-28 08:55:00,mobile,East,organic,False,True,2,False,0
S00001113,U000698,2024-11-24 00:25:00,mobile,South,facebook,True,False,0,False,0
S00001114,U000535,2024-10-27 06:18:00,mobile,East,email,False,False,0,False,0
S00001115,U000687,2024-12-05 13:52:00,desktop,South,organic,False,False,0,False,0
S00001116,U000109,2024-12-16 11:07:00,tablet,Central,organic,False,False,0,False,0
S00001117,U000710,2024-11-18 18:26:00,desktop,West,email,False,False,0,False,0
S00001118,U000180,2024-12-19 02:44:00,desktop,North,facebook,False,False,0,False,0
S00001119,U000515,2024-12-25 06:56:00,mobile,East,facebook,False,False,0,False,0
S00001120,U000308,2024-10-03 16:30:00,desktop,West,organic,True,True,1,True,2
S00001121,U000015,2024-11-18 09:06:00,mobile,Central,organic,False,True,3,False,0
S00001122,U000570,2024-11-01 16:12:00,desktop,South,organic,False,False,0,False,0
S00001123,U000565,2024-10-05 17:59:00,mobile,Central,facebook,True,False,0,False,0
S00001124,U000005,2024-12-23 15:59:00,mobile,West,organic,True,False,0,False,0
S00001125,U000775,2024-11-13 08:31:00,desktop,East,google,False,True,1,True,2
S00001126,U000404,2024-10-10 20:26:00,mobile,West,google,False,True,1,False,0
S00001127,U000534,2024-10-09 18:44:00,mobile,Central,facebook,False,False,0,False,0
S00001128,U000388,2024-12-01 00:54:00,tablet,East,organic,True,False,0,False,0
S00001129,U000162,2024-12-21 12:57:00,mobile,North,organic,True,True,1,False,0
S00001130,U000765,2024-11-09 03:19:00,mobile,South,organic,True,True,2,True,1
S00001131,U000011,2024-11-09 04:58:00,desktop,South,organic,False,False,0,False,0
S00001132,U000766,2024-12-06 04:43:00,mobile,North,facebook,False,False,0,False,0
S00001133,U000627,2024-12-14 19:09:00,mobile,West,direct,False,True,3,True,2
S00001134,U000057,2024-11-22 12:11:00,tablet,Central,organic,False,True,3,True,2
S00001135,U000303,2024-11-02 18:10:00,desktop,East,organic,False,False,0,False,0
S00001136,U000214,2024-12-10 22:27:00,mobile,South,google,False,True,3,True,1
S00001137,U000065,2024-12-04 02:26:00,mobile,North,organic,False,False,0,False,0
S00001138,U000158,2024-10-05 17:20:00,mobile,East,google,False,False,0,False,0
S00001139,U000054,2024-11-02 03:39:00,mobile,West,google,False,True,2,False,0
S00001140,U000463,2024-10-18 14:16:00,desktop,North,organic,True,True,1,False,0
S00001141,U000551,2024-10-18 21:59:00,desktop,South,organic,True,True,2,True,1
S00001142,U000652,2024-12-26 13:29:00,tablet,West,email,False,True,1,True,2
S00001143,U000562,2024-11-03 06:40:00,mobile,South,email,False,False,0,False,0
S00001144,U000356,2024-11-14 23:52:00,desktop,South,facebook,False,True,3,False,0
S00001145,U000415,2024-10-21 14:50:00,mobile,North,organic,False,False,0,False,0
S00001146,U000065,2024-11-14 07:18:00,desktop,South,organic,False,False,0,False,0
S00001147,U000279,2024-10-03 05:12:00,mobile,South,organic,False,False,0,False,0
S00001148,U000368,2024-10-23 05:01:00,tablet,Central,organic,False,False,0,False,0
S00001149,U000116,2024-10-23 00:07:00,tablet,South,direct,False,False,0,False,0
S00001150,U000232,2024-11-08 02:01:00,desktop,North,facebook,True,True,1,False,0
S00001151,U000453,2024-11-13 00:59:00,desktop,Central,facebook,False,False,0,False,0
S00001152,U000413,2024-12-25 20:35:00,desktop,West,google,False,False,0,False,0
