event_id,session_id,user_id,event_type,product_id,quantity,timestamp,region,device,campaign_source
E00000645,S00000245,U000661,signup,,,2024-10-25 07:27:00,East,desktop,direct
E00000646,S00000246,U000062,visit,,,2024-10-03 09:18:00,West,desktop,email
E00000647,S00000246,U000062,add_to_cart,P00009,1.0,2024-10-03 09:26:00,West,desktop,email
E00000648,S00000246,U000062,add_to_cart,P00085,2.0,2024-10-03 09:31:00,West,desktop,email
E00000649,S00000246,U000062,add_to_cart,P00071,3.0,2024-10-03 09:23:00,West,desktop,email
E00000650,S00000247,U000464,visit,,,2024-11-16 19:13:00,North,mobile,google
E00000651,S00000247,U000464,signup,,,2024-11-16 19:17:00,North,mobile,google
E00000652,S00000247,U000464,add_to_cart,P00018,2.0,2024-11-16 19:24:00,North,mobile,google
E00000653,S00000247,U000464,purchase,P00018,2.0,2024-11-16 20:11:00,North,mobile,google
E00000654,S00000248,U000040,visit,,,2024-12-14 20:34:00,West,mobile,email
E00000655,S00000248,U000040,signup,,,2024-12-14 20:37:00,West,mobile,email
E00000656,S00000249,U000254,visit,,,2024-10-02 08:45:00,Central,mobile,email
E00000657,S00000249,U000254,signup,,,2024-10-02 08:49:00,Central,mobile,email
E00000658,S00000250,U000468,visit,,,2024-11-17 11:34:00,Central,desktop,organic
E00000659,S00000250,U000468,signup,,,2024-11-17 11:36:00,Central,desktop,organic
E00000660,S00000251,U000323,visit,,,2024-12-06 11:32:00,South,desktop,email
E00000661,S00000252,U000173,visit,,,2024-12-04 07:44:00,North,desktop,google
E00000662,S00000252,U000173,add_to_cart,P00079,1.0,2024-12-04 07:53:00,North,desktop,google
E00000663,S00000253,U000668,visit,,,2024-10-22 07:20:00,West,desktop,organic
E00000664,S00000254,U000346,visit,,,2024-10-22 11:44:00,North,desktop,organic
E00000665,S00000254,U000346,add_to_cart,P00015,3.0,2024-10-22 11:52:00,North,desktop,organic
E00000666,S00000254,U000346,add_to_cart,P00002,2.0,2024-10-22 11:54:00,North,desktop,organic
E00000667,S00000254,U000346,purchase,P00015,3.0,2024-10-22 12:25:00,North,desktop,organic
E00000668,S00000254,U000346,purchase,P00002,2.0,2024-10-22 12:26:00,North,desktop,organic
E00000669,S00000255,U000282,visit,,,2024-12-25 17:16:00,West,mobile,google
E00000670,S00000255,U000282,signup,,,2024-12-25 17:20:00,West,mobile,google
E00000671,S00000256,U000431,visit,,,2024-11-26 12:48:00,North,mobile,google
E00000672,S00000257,U000601,visit,,,2024-11-18 13:48:00,Central,mobile,facebook
E00000673,S00000257,U000601,signup,,,2024-11-18 13:52:00,Central,mobile,facebook
E00000674,S00000257,U000601,add_to_cart,P00042,1.0,2024-11-18 13:58:00,Central,mobile,facebook
E00000675,S00000257,U000601,add_to_cart,P00028,2.0,2024-11-18 14:03:00,Central,mobile,facebook
E00000676,S00000257,U000601,purchase,P00042,1.0,2024-11-18 14:40:00,Central,mobile,facebook
E00000677,S00000257,U000601,purchase,P00028,2.0,2024-11-18 14:41:00,Central,mobile,facebook
E00000678,S00000258,U000788,visit,,,2024-11-23 08:08:00,North,mobile,organic
E00000679,S00000258,U000788,add_to_cart,P00054,3.0,2024-11-23 08:16:00,North,mobile,organic
E00000680,S00000258,U000788,add_to_cart,P00073,3.0,2024-11-23 08:22:00,North,mobile,organic
E00000681,S00000258,U000788,add_to_cart,P00015,2.0,2024-11-23 08:17:00,North,mobile,organic
E00000682,S00000259,U000018,visit,,,2024-10-19 10:12:00,Central,mobile,facebook
E00000683,S00000259,U000018,add_to_cart,P00060,3.0,2024-10-19 10:24:00,Central,mobile,facebook
E00000684,S00000259,U000018,purchase,P00060,3.0,2024-10-19 11:10:00,Central,mobile,facebook
E00000685,S00000260,U000519,visit,,,2024-11-02 12:25:00,Central,desktop,email
E00000686,S00000261,U000638,visit,,,2024-11-18 14:19:00,Central,desktop,organic
E00000687,S00000261,U000638,add_to_cart,P00013,2.0,2024-11-18 14:29:00,Central,desktop,organic
E00000688,S00000261,U000638,purchase,P00013,2.0,2024-11-18 15:12:00,Central,desktop,organic
E00000689,S00000262,U000201,visit,,,2024-12-15 18:14:00,East,mobile,facebook
E00000690,S00000262,U000201,add_to_cart,P00049,3.0,2024-12-15 18:23:00,East,mobile,facebook
E00000691,S00000262,U000201,add_to_cart,P00038,1.0,2024-12-15 18:29:00,East,mobile,facebook
E00000692,S00000263,U000453,visit,,,2024-12-21 18:53:00,South,mobile,google
E00000693,S00000263,U000453,signup,,,2024-12-21 18:54:00,South,mobile,google
E00000694,S00000263,U000453,add_to_cart,P00013,1.0,2024-12-21 19:04:00,South,mobile,google
E00000695,S00000263,U000453,add_to_cart,P00087,1.0,2024-12-21 19:00:00,South,mobile,google
E00000696,S00000263,U000453,add_to_cart,P00063,3.0,2024-12-21 19:14:00,South,mobile,google
E00000697,S00000263,U000453,purchase,P00013,1.0,2024-12-21 19:38:00,South,mobile,google
E00000698,S00000263,U000453,purchase,P00087,1.0,2024-12-21 19:47:00,South,mobile,google
E00000699,S00000264,U000234,visit,,,2024-11-09 01:16:00,Central,mobile,google
E00000700,S00000265,U000293,visit,,,2024-12-24 16:30:00,East,desktop,google
E00000701,S00000266,U000187,visit,,,2024-11-14 22:08:00,East,mobile,google
E00000702,S00000266,U000187,signup,,,2024-11-14 22:12:00,East,mobile,google
E00000703,S00000267,U000117,visit,,,2024-11-13 14:40:00,North,desktop,google
E00000704,S00000267,U000117,add_to_cart,P00027,2.0,2024-11-13 14:46:00,North,desktop,google
E00000705,S00000267,U000117,add_to_cart,P00016,3.0,2024-11-13 14:45:00,North,desktop,google
E00000706,S00000268,U000192,visit,,,2024-11-25 04:06:00,East,tablet,organic
E00000707,S00000268,U000192,signup,,,2024-11-25 04:07:00,East,tablet,organic
E00000708,S00000269,U000394,visit,,,2024-11-29 17:27:00,Central,mobile,google
E00000709,S00000269,U000394,signup,,,2024-11-29 17:28:00,Central,mobile,google
E00000710,S00000269,U000394,add_to_cart,P00089,1.0,2024-11-29 17:48:00,Central,mobile,google
E00000711,S00000269,U000394,add_to_cart,P00077,1.0,2024-11-29 17:45:00,Central,mobile,google
E00000712,S00000270,U000375,visit,,,2024-12-04 03:48:00,East,tablet,direct
E00000713,S00000270,U000375,signup,,,2024-12-04 03:51:00,East,tablet,direct
E00000714,S00000271,U000261,visit,,,2024-10-04 13:53:00,Central,desktop,organic
E00000715,S00000271,U000261,add_to_cart,P00073,1.0,2024-10-04 14:08:00,Central,desktop,organic
E00000716,S00000271,U000261,purchase,P00073,1.0,2024-10-04 14:27:00,Central,desktop,organic
E00000717,S00000272,U000707,visit,,,2024-11-06 09:59:00,North,tablet,direct
E00000718,S00000272,U000707,signup,,,2024-11-06 10:00:00,North,tablet,direct
E00000719,S00000273,U000277,visit,,,2024-12-16 14:51:00,Central,desktop,google
E00000720,S00000273,U000277,signup,,,2024-12-16 14:55:00,Central,desktop,google
E00000721,S00000274,U000553,visit,,,2024-10-13 01:44:00,Central,desktop,organic
E00000722,S00000275,U000498,visit,,,2024-12-24 13:43:00,Central,mobile,google
E00000723,S00000275,U000498,signup,,,2024-12-24 13:44:00,Central,mobile,google
E00000724,S00000276,U000103,visit,,,2024-10-11 03:50:00,South,mobile,google
E00000725,S00000277,U000658,visit,,,2024-12-24 07:27:00,East,mobile,direct
E00000726,S00000278,U000486,visit,,,2024-10-11 21:44:00,North,mobile,facebook
E00000727,S00000278,U000486,add_to_cart,P00078,3.0,2024-10-11 21:49:00,North,mobile,facebook
E00000728,S00000279,U000303,visit,,,2024-11-15 11:05:00,West,mobile,email
E00000729,S00000279,U000303,signup,,,2024-11-15 11:07:00,West,mobile,email
E00000730,S00000280,U000406,visit,,,2024-11-24 03:37:00,East,mobile,direct
E00000731,S00000281,U000750,visit,,,2024-12-20 18:52:00,Central,desktop,google
E00000732,S00000281,U000750,add_to_cart,P00045,3.0,2024-12-20 19:06:00,Central,desktop,google
E00000733,S00000281,U000750,add_to_cart,P00052,2.0,2024-12-20 19:09:00,Central,desktop,google
E00000734,S00000281,U000750,add_to_cart,P00039,2.0,2024-12-20 19:12:00,Central,desktop,google
E00000735,S00000282,U000736,visit,,,2024-12-12 07:51:00,East,desktop,google
E00000736,S00000282,U000736,signup,,,2024-12-12 07:52:00,East,desktop,google
E00000737,S00000283,U000113,visit,,,2024-12-06 04:12:00,Central,mobile,organic
E00000738,S00000283,U000113,add_to_cart,P00074,2.0,2024-12-06 04:17:00,Central,mobile,organic
E00000739,S00000283,U000113,add_to_cart,P00007,3.0,2024-12-06 04:23:00,Central,mobile,organic
E00000740,S00000283,U000113,add_to_cart,P00071,1.0,2024-12-06 04:19:00,Central,mobile,organic
E00000741,S00000284,U000203,visit,,,2024-11-23 09:41:00,East,desktop,organic
E00000742,S00000285,U000112,visit,,,2024-11-26 14:34:00,East,mobile,facebook
E00000743,S00000286,U000187,visit,,,2024-10-25 04:00:00,North,desktop,email
E00000744,S00000286,U000187,signup,,,2024-10-25 04:03:00,North,desktop,email
E00000745,S00000286,U000187,add_to_cart,P00034,3.0,2024-10-25 04:07:00,North,desktop,email
E00000746,S00000286,U000187,add_to_cart,P00035,3.0,2024-10-25 04:22:00,North,desktop,email
E00000747,S00000287,U000413,visit,,,2024-12-02 07:22:00,East,mobile,google
E00000748,S00000287,U000413,add_to_cart,P00011,1.0,2024-12-02 07:46:00,East,mobile,google
E00000749,S00000287,U000413,add_to_cart,P00021,3.0,2024-12-02 07:42:00,East,mobile,google
E00000750,S00000287,U000413,add_to_cart,P00093,3.0,2024-12-02 07:29:00,East,mobile,google
E00000751,S00000287,U000413,purchase,P00011,1.0,2024-12-02 08:02:00,East,mobile,google
E00000752,S00000287,U000413,purchase,P00021,3.0,2024-12-02 08:20:00,East,mobile,google
E00000753,S00000288,U000357,visit,,,2024-11-29 12:44:00,North,mobile,google
E00000754,S00000288,U000357,add_to_cart,P00040,2.0,2024-11-29 12:54:00,North,mobile,google
E00000755,S00000288,U000357,add_to_cart,P00065,1.0,2024-11-29 12:55:00,North,mobile,google
E00000756,S00000288,U000357,purchase,P00040,2.0,2024-11-29 13:34:00,North,mobile,google
E00000757,S00000288,U000357,purchase,P00065,1.0,2024-11-29 13:24:00,North,mobile,google
E00000758,S00000289,U000183,visit,,,2024-10-16 05:59:00,West,mobile,email
E00000759,S00000289,U000183,signup,,,2024-10-16 06:03:00,West,mobile,email
E00000760,S00000290,U000732,visit,,,2024-12-06 07:22:00,North,desktop,google
E00000761,S00000290,U000732,add_to_cart,P00050,3.0,2024-12-06 07:46:00,North,desktop,google
E00000762,S00000290,U000732,add_to_cart,P00013,1.0,2024-12-06 07:37:00,North,desktop,google
E00000763,S00000291,U000030,visit,,,2024-11-22 12:20:00,South,desktop,facebook
E00000764,S00000291,U000030,signup,,,2024-11-22 12:23:00,South,desktop,facebook
E00000765,S00000291,U000030,add_to_cart,P00025,2.0,2024-11-22 12:30:00,South,desktop,facebook
E00000766,S00000291,U000030,add_to_cart,P00030,2.0,2024-11-22 12:44:00,South,desktop,facebook
E00000767,S00000292,U000052,visit,,,2024-11-21 19:31:00,West,desktop,organic
E00000768,S00000293,U000759,visit,,,2024-12-26 07:17:00,East,desktop,organic
E00000769,S00000293,U000759,add_to_cart,P00025,3.0,2024-12-26 07:30:00,East,desktop,organic
E00000770,S00000294,U000725,visit,,,2024-12-18 16:57:00,South,desktop,google
E00000771,S00000295,U000576,visit,,,2024-10-06 04:43:00,North,mobile,email
E00000772,S00000295,U000576,add_to_cart,P00052,2.0,2024-10-06 04:54:00,North,mobile,email
E00000773,S00000295,U000576,add_to_cart,P00031,3.0,2024-10-06 05:04:00,North,mobile,email
E00000774,S00000295,U000576,purchase,P00052,2.0,2024-10-06 05:21:00,North,mobile,email
E00000775,S00000296,U000420,visit,,,2024-11-20 12:18:00,South,mobile,facebook
E00000776,S00000296,U000420,add_to_cart,P00007,3.0,2024-11-20 12:31:00,South,mobile,facebook
E00000777,S00000296,U000420,add_to_cart,P00067,3.0,2024-11-20 12:39:00,South,mobile,facebook
E00000778,S00000296,U000420,add_to_cart,P00062,1.0,2024-11-20 12:23:00,South,mobile,facebook
E00000779,S00000297,U000012,visit,,,2024-12-28 23:54:00,West,mobile,organic
E00000780,S00000297,U000012,signup,,,2024-12-28 23:57:00,West,mobile,organic
E00000781,S00000297,U000012,add_to_cart,P00084,3.0,2024-12-29 00:04:00,West,mobile,organic
E00000782,S00000297,U000012,add_to_cart,P00023,2.0,2024-12-29 00:05:00,West,mobile,organic
E00000783,S00000297,U000012,add_to_cart,P00027,1.0,2024-12-29 00:09:00,West,mobile,organic
E00000784,S00000298,U000292,visit,,,2024-10-25 08:20:00,Central,mobile,google
E00000785,S00000299,U000235,visit,,,2024-10-28 08:34:00,North,mobile,organic
E00000786,S00000299,U000235,add_to_cart,P00095,2.0,2024-10-28 08:41:00,North,mobile,organic
E00000787,S00000299,U000235,purchase,P00095,2.0,2024-10-28 09:08:00,North,mobile,organic
E00000788,S00000300,U000099,visit,,,2024-10-31 01:15:00,Central,desktop,organic
E00000789,S00000301,U000027,visit,,,2024-10-09 23:07:00,West,tablet,google
E00000790,S00000302,U000312,visit,,,2024-11-23 21:00:00,South,desktop,google
E00000791,S00000302,U000312,add_to_cart,P00042,2.0,2024-11-23 21:09:00,South,desktop,google
E00000792,S00000302,U000312,add_to_cart,P00091,3.0,2024-11-23 21:12:00,South,desktop,google
E00000793,S00000302,U000312,add_to_cart,P00000,2.0,2024-11-23 21:08:00,South,desktop,google
E00000794,S00000302,U000312,purchase,P00042,2.0,2024-11-23 21:42:00,South,desktop,google
E00000795,S00000303,U000397,visit,,,2024-12-13 13:12:00,North,mobile,facebook
E00000796,S00000303,U000397,add_to_cart,P00010,2.0,2024-12-13 13:17:00,North,mobile,facebook
E00000797,S00000303,U000397,add_to_cart,P00022,2.0,2024-12-13 13:26:00,North,mobile,facebook
E00000798,S00000303,U000397,purchase,P00010,2.0,2024-12-13 13:47:00,North,mobile,facebook
E00000799,S00000304,U000739,visit,,,2024-10-12 21:51:00,South,mobile,facebook
E00000800,S00000304,U000739,signup,,,2024-10-12 21:52:00,South,mobile,facebook
E00000801,S00000305,U000794,visit,,,2024-12-23 22:27:00,South,desktop,email
E00000802,S00000305,U000794,signup,,,2024-12-23 22:31:00,South,desktop,email
E00000803,S00000305,U000794,add_to_cart,P00076,3.0,2024-12-23 22:46:00,South,desktop,email
E00000804,S00000305,U000794,add_to_cart,P00031,1.0,2024-12-23 22:44:00,South,desktop,email
E00000805,S00000305,U000794,purchase,P00076,3.0,2024-12-23 23:18:00,South,desktop,email
E00000806,S00000306,U000054,visit,,,2024-11-03 04:05:00,West,desktop,facebook
E00000807,S00000306,U000054,add_to_cart,P00032,2.0,2024-11-03 04:23:00,West,desktop,facebook
E00000808,S00000306,U000054,add_to_cart,P00024,1.0,2024-11-03 04:14:00,West,desktop,facebook
E00000809,S00000306,U000054,add_to_cart,P00046,1.0,2024-11-03 04:27:00,West,desktop,facebook
E00000810,S00000306,U000054,purchase,P00032,2.0,2024-11-03 05:03:00,West,desktop,facebook
E00000811,S00000307,U000224,visit,,,2024-12-16 06:35:00,Central,desktop,google
E00000812,S00000307,U000224,add_to_cart,P00076,3.0,2024-12-16 06:48:00,Central,desktop,google
E00000813,S00000307,U000224,add_to_cart,P00066,2.0,2024-12-16 06:47:00,Central,desktop,google
E00000814,S00000307,U000224,add_to_cart,P00041,1.0,2024-12-16 06:46:00,Central,desktop,google
E00000815,S00000308,U000078,visit,,,2024-10-29 08:28:00,West,mobile,organic
E00000816,S00000308,U000078,signup,,,2024-10-29 08:30:00,West,mobile,organic
E00000817,S00000309,U000433,visit,,,2024-12-29 07:08:00,West,desktop,email
E00000818,S00000309,U000433,signup,,,2024-12-29 07:10:00,West,desktop,email
E00000819,S00000310,U000393,visit,,,2024-10-17 11:06:00,East,mobile,organic
E00000820,S00000310,U000393,signup,,,2024-10-17 11:08:00,East,mobile,organic
E00000821,S00000311,U000048,visit,,,2024-11-22 07:39:00,West,tablet,google
E00000822,S00000311,U000048,add_to_cart,P00060,1.0,2024-11-22 07:56:00,West,tablet,google
E00000823,S00000311,U000048,add_to_cart,P00053,3.0,2024-11-22 07:54:00,West,tablet,google
E00000824,S00000311,U000048,add_to_cart,P00094,2.0,2024-11-22 08:01:00,West,tablet,google
E00000825,S00000312,U000458,visit,,,2024-11-15 17:25:00,North,mobile,direct
E00000826,S00000312,U000458,signup,,,2024-11-15 17:29:00,North,mobile,direct
E00000827,S00000312,U000458,add_to_cart,P00028,1.0,2024-11-15 17:48:00,North,mobile,direct
E00000828,S00000312,U000458,add_to_cart,P00082,1.0,2024-11-15 17:47:00,North,mobile,direct
E00000829,S00000312,U000458,add_to_cart,P00008,2.0,2024-11-15 17:30:00,North,mobile,direct
E00000830,S00000313,U000209,visit,,,2024-10-15 20:45:00,Central,desktop,google
E00000831,S00000313,U000209,signup,,,2024-10-15 20:47:00,Central,desktop,google
E00000832,S00000313,U000209,add_to_cart,P00020,1.0,2024-10-15 21:04:00,Central,desktop,google
E00000833,S00000313,U000209,add_to_cart,P00049,1.0,2024-10-15 20:57:00,Central,desktop,google
E00000834,S00000313,U000209,add_to_cart,P00098,2.0,2024-10-15 21:00:00,Central,desktop,google
E00000835,S00000314,U000720,visit,,,2024-10-06 07:43:00,Central,tablet,google
E00000836,S00000315,U000251,visit,,,2024-10-28 11:05:00,East,tablet,direct
E00000837,S00000315,U000251,signup,,,2024-10-28 11:07:00,East,tablet,direct
E00000838,S00000316,U000310,visit,,,2024-12-15 10:36:00,South,mobile,direct
E00000839,S00000317,U000244,visit,,,2024-10-04 11:50:00,South,tablet,email
E00000840,S00000317,U000244,add_to_cart,P00015,3.0,2024-10-04 12:03:00,South,tablet,email
E00000841,S00000318,U000592,visit,,,2024-10-08 03:46:00,South,mobile,email
E00000842,S00000318,U000592,signup,,,2024-10-08 03:50:00,South,mobile,email
E00000843,S00000319,U000511,visit,,,2024-12-25 11:08:00,East,desktop,organic
E00000844,S00000320,U000789,visit,,,2024-11-11 07:01:00,North,mobile,google
E00000845,S00000321,U000545,visit,,,2024-10-13 12:09:00,North,tablet,email
E00000846,S00000321,U000545,add_to_cart,P00060,2.0,2024-10-13 12:20:00,North,tablet,email
E00000847,S00000322,U000624,visit,,,2024-12-06 19:19:00,South,mobile,google
E00000848,S00000323,U000081,visit,,,2024-10-18 12:51:00,South,desktop,direct
E00000849,S00000324,U000714,visit,,,2024-10-26 12:19:00,Central,desktop,organic
E00000850,S00000324,U000714,signup,,,2024-10-26 12:20:00,Central,desktop,organic
E00000851,S00000325,U000255,visit,,,2024-10-17 21:33:00,East,mobile,google
E00000852,S00000325,U000255,add_to_cart,P00047,1.0,2024-10-17 21:42:00,East,mobile,google
E00000853,S00000325,U000255,add_to_cart,P00041,3.0,2024-10-17 21:54:00,East,mobile,google
E00000854,S00000325,U000255,purchase,P00047,1.0,2024-10-17 22:03:00,East,mobile,google
E00000855,S00000326,U000153,visit,,,2024-10-19 12:59:00,Central,desktop,email
E00000856,S00000327,U000552,visit,,,2024-10-23 09:19:00,West,mobile,facebook
E00000857,S00000327,U000552,add_to_cart,P00047,1.0,2024-10-23 09:27:00,West,mobile,facebook
E00000858,S00000327,U000552,add_to_cart,P00020,1.0,2024-10-23 09:37:00,West,mobile,facebook
E00000859,S00000327,U000552,add_to_cart,P00078,1.0,2024-10-23 09:42:00,West,mobile,facebook
E00000860,S00000328,U000039,visit,,,2024-12-07 14:34:00,West,mobile,facebook
E00000861,S00000328,U000039,add_to_cart,P00061,2.0,2024-12-07 14:39:00,West,mobile,facebook
E00000862,S00000328,U000039,add_to_cart,P00096,1.0,2024-12-07 14:51:00,West,mobile,facebook
E00000863,S00000329,U000247,visit,,,2024-10-04 02:33:00,Central,mobile,organic
E00000864,S00000330,U000649,visit,,,2024-11-22 08:56:00,Central,mobile,google
E00000865,S00000330,U000649,add_to_cart,P00076,3.0,2024-11-22 09:09:00,Central,mobile,google
E00000866,S00000330,U000649,add_to_cart,P00048,3.0,2024-11-22 09:11:00,Central,mobile,google
E00000867,S00000330,U000649,add_to_cart,P00080,3.0,2024-11-22 09:18:00,Central,mobile,google
E00000868,S00000330,U000649,purchase,P00076,3.0,2024-11-22 09:45:00,Central,mobile,google
E00000869,S00000330,U000649,purchase,P00048,3.0,2024-11-22 09:27:00,Central,mobile,google
E00000870,S00000331,U000419,visit,,,2024-11-20 21:46:00,Central,desktop,email
E00000871,S00000331,U000419,signup,,,2024-11-20 21:49:00,Central,desktop,email
E00000872,S00000331,U000419,add_to_cart,P00012,3.0,2024-11-20 22:07:00,Central,desktop,email
E00000873,S00000331,U000419,add_to_cart,P00077,1.0,2024-11-20 22:05:00,Central,desktop,email
E00000874,S00000332,U000495,visit,,,2024-11-19 04:24:00,West,tablet,direct
E00000875,S00000332,U000495,signup,,,2024-11-19 04:27:00,West,tablet,direct
E00000876,S00000332,U000495,add_to_cart,P00042,3.0,2024-11-19 04:29:00,West,tablet,direct
E00000877,S00000332,U000495,add_to_cart,P00075,1.0,2024-11-19 04:40:00,West,tablet,direct
E00000878,S00000332,U000495,purchase,P00042,3.0,2024-11-19 05:05:00,West,tablet,direct
E00000879,S00000333,U000201,visit,,,2024-11-23 20:07:00,South,mobile,email
E00000880,S00000333,U000201,add_to_cart,P00081,3.0,2024-11-23 20:17:00,South,mobile,email
E00000881,S00000333,U000201,purchase,P00081,3.0,2024-11-23 20:38:00,South,mobile,email
E00000882,S00000334,U000435,visit,,,2024-10-11 09:21:00,East,desktop,email
E00000883,S00000334,U000435,signup,,,2024-10-11 09:22:00,East,desktop,email
E00000884,S00000335,U000782,visit,,,2024-12-04 18:35:00,East,desktop,email
E00000885,S00000335,U000782,add_to_cart,P00009,1.0,2024-12-04 18:55:00,East,desktop,email
E00000886,S00000335,U000782,add_to_cart,P00047,1.0,2024-12-04 18:59:00,East,desktop,email
E00000887,S00000335,U000782,add_to_cart,P00073,1.0,2024-12-04 18:57:00,East,desktop,email
E00000888,S00000335,U000782,purchase,P00009,1.0,2024-12-04 19:25:00,East,desktop,email
E00000889,S00000336,U000261,visit,,,2024-11-08 16:33:00,Central,desktop,email
E00000890,S00000336,U000261,add_to_cart,P00061,2.0,2024-11-08 16:55:00,Central,desktop,email
E00000891,S00000336,U000261,add_to_cart,P00040,2.0,2024-11-08 16:50:00,Central,desktop,email
E00000892,S00000336,U000261,add_to_cart,P00025,2.0,2024-11-08 16:47:00,Central,desktop,email
E00000893,S00000336,U000261,purchase,P00061,2.0,2024-11-08 17:25:00,Central,desktop,email
E00000894,S00000337,U000473,visit,,,2024-12-15 15:46:00,West,mobile,google
E00000895,S00000338,U000269,visit,,,2024-12-22 10:51:00,West,desktop,facebook
E00000896,S00000338,U000269,signup,,,2024-12-22 10:54:00,West,desktop,facebook
E00000897,S00000339,U000338,visit,,,2024-10-29 18:05:00,Central,mobile,facebook
E00000898,S00000340,U000658,visit,,,2024-10-06 07:12:00,East,mobile,email
E00000899,S00000341,U000312,visit,,,2024-12-28 19:30:00,East,desktop,email
E00000900,S00000341,U000312,signup,,,2024-12-28 19:32:00,East,desktop,email
E00000901,S00000341,U000312,add_to_cart,P00070,1.0,2024-12-28 19:40:00,East,desktop,email
E00000902,S00000341,U000312,add_to_cart,P00058,3.0,2024-12-28 19:39:00,East,desktop,email
E00000903,S00000341,U000312,add_to_cart,P00012,2.0,2024-12-28 19:48:00,East,desktop,email
E00000904,S00000342,U000011,visit,,,2024-12-22 18:17:00,East,mobile,organic
E00000905,S00000342,U000011,signup,,,2024-12-22 18:21:00,East,mobile,organic
E00000906,S00000342,U000011,add_to_cart,P00059,2.0,2024-12-22 18:27:00,East,mobile,organic
E00000907,S00000342,U000011,purchase,P00059,2.0,2024-12-22 19:02:00,East,mobile,organic
E00000908,S00000343,U000317,visit,,,2024-10-05 13:04:00,North,mobile,facebook
E00000909,S00000343,U000317,signup,,,2024-10-05 13:07:00,North,mobile,facebook
E00000910,S00000344,U000140,visit,,,2024-12-08 01:29:00,East,desktop,email
E00000911,S00000345,U000391,visit,,,2024-10-20 23:17:00,Central,mobile,direct
E00000912,S00000346,U000473,visit,,,2024-12-05 05:57:00,North,desktop,google
E00000913,S00000346,U000473,signup,,,2024-12-05 05:58:00,North,desktop,google
E00000914,S00000346,U000473,add_to_cart,P00025,2.0,2024-12-05 06:12:00,North,desktop,google
E00000915,S00000346,U000473,add_to_cart,P00035,2.0,2024-12-05 06:07:00,North,desktop,google
E00000916,S00000346,U000473,add_to_cart,P00045,1.0,2024-12-05 06:12:00,North,desktop,google
E00000917,S00000347,U000585,visit,,,2024-10-03 09:33:00,South,desktop,facebook
E00000918,S00000347,U000585,add_to_cart,P00010,2.0,2024-10-03 09:43:00,South,desktop,facebook
E00000919,S00000347,U000585,add_to_cart,P00088,1.0,2024-10-03 09:48:00,South,desktop,facebook
E00000920,S00000347,U000585,add_to_cart,P00052,1.0,2024-10-03 09:50:00,South,desktop,facebook
E00000921,S00000347,U000585,purchase,P00010,2.0,2024-10-03 10:28:00,South,desktop,facebook
E00000922,S00000348,U000402,visit,,,2024-10-29 14:37:00,South,desktop,organic
E00000923,S00000348,U000402,signup,,,2024-10-29 14:41:00,South,desktop,organic
E00000924,S00000348,U000402,add_to_cart,P00061,3.0,2024-10-29 14:44:00,South,desktop,organic
E00000925,S00000348,U000402,add_to_cart,P00002,2.0,2024-10-29 14:52:00,South,desktop,organic
E00000926,S00000349,U000480,visit,,,2024-10-22 02:05:00,North,desktop,google
E00000927,S00000349,U000480,signup,,,2024-10-22 02:08:00,North,desktop,google
E00000928,S00000350,U000078,visit,,,2024-11-28 01:28:00,East,mobile,email
E00000929,S00000350,U000078,signup,,,2024-11-28 01:30:00,East,mobile,email
E00000930,S00000350,U000078,add_to_cart,P00021,1.0,2024-11-28 01:33:00,East,mobile,email
E00000931,S00000350,U000078,add_to_cart,P00034,2.0,2024-11-28 01:45:00,East,mobile,email
E00000932,S00000350,U000078,add_to_cart,P00079,1.0,2024-11-28 01:33:00,East,mobile,email
E00000933,S00000350,U000078,purchase,P00021,1.0,2024-11-28 02:16:00,East,mobile,email
E00000934,S00000350,U000078,purchase,P00034,2.0,2024-11-28 02:26:00,East,mobile,email
E00000935,S00000351,U000300,visit,,,2024-10-22 03:33:00,North,desktop,google
E00000936,S00000351,U000300,add_to_cart,P00067,1.0,2024-10-22 03:56:00,North,desktop,google
E00000937,S00000351,U000300,add_to_cart,P00002,1.0,2024-10-22 03:50:00,North,desktop,google
E00000938,S00000351,U000300,add_to_cart,P00070,1.0,2024-10-22 03:40:00,North,desktop,google
E00000939,S00000352,U000799,visit,,,2024-10-01 09:35:00,North,mobile,google
E00000940,S00000353,U000126,visit,,,2024-10-27 21:49:00,West,desktop,google
E00000941,S00000353,U000126,signup,,,2024-10-27 21:50:00,West,desktop,google
E00000942,S00000354,U000040,visit,,,2024-12-12 18:55:00,West,mobile,organic
E00000943,S00000354,U000040,signup,,,2024-12-12 18:56:00,West,mobile,organic
E00000944,S00000355,U000046,visit,,,2024-11-08 16:52:00,North,mobile,organic
E00000945,S00000356,U000313,visit,,,2024-12-08 10:47:00,South,desktop,google
E00000946,S00000356,U000313,add_to_cart,P00076,2.0,2024-12-08 11:05:00,South,desktop,google
E00000947,S00000356,U000313,add_to_cart,P00099,3.0,2024-12-08 11:09:00,South,desktop,google
E00000948,S00000356,U000313,add_to_cart,P00097,1.0,2024-12-08 10:59:00,South,desktop,google
E00000949,S00000356,U000313,purchase,P00076,2.0,2024-12-08 11:27:00,South,desktop,google
E00000950,S00000356,U000313,purchase,P00099,3.0,2024-12-08 11:35:00,South,desktop,google
E00000951,S00000357,U000386,visit,,,2024-12-21 05:18:00,North,desktop,organic
